,['prognosis']_Chikungunya,['prognosis']_Dengue,['prognosis']_Japanese_encephalitis,['prognosis']_Lyme_disease,['prognosis']_Malaria,['prognosis']_Plague,['prognosis']_Rift_Valley_fever,['prognosis']_Tungiasis,['prognosis']_West_Nile_fever,['prognosis']_Yellow_Fever,['prognosis']_Zika
31,1.0,9.885907910883315e-51,1.0,1.0,1.0,2.053724796457198e-37,1.0,1.8430474281032425e-182,2.4471101507616105e-43,1.1298357049535222e-172,0.909085120175184
32,1.0,1.6190999552178196e-49,1.0,1.0,1.0,6.741197905285851e-36,1.0,7.722089269968574e-185,1.8688560522959035e-43,6.99529417414989e-174,0.6633332363825258
33,1.0,3.776513328144146e-51,1.0,1.0,1.0,1.4967413889697923e-34,1.0,5.466054280751407e-185,5.7254701423294333e-42,4.557353332490793e-173,0.9787064881615319
34,1.0,6.267492230055352e-51,1.0,1.0,1.0,3.329109299318883e-36,1.0,8.55351691868249e-186,1.6445694406110986e-43,4.77938904909581e-174,0.3414804157754396
35,1.0,3.741416050946939e-51,1.0,1.0,1.0,3.094573695020708e-34,1.0,1.0245363352501151e-184,1.1901218426145855e-43,1.5328881973085287e-173,0.9796203692909318
36,1.0,3.938713880591019e-50,1.0,1.0,1.0,1.1604847021757198e-35,1.0,4.697759042353389e-185,1.4072332563134587e-43,1.1843838834487647e-173,0.9899654858818484
37,1.0,4.722496772353027e-51,1.0,1.0,1.0,1.008358237511147e-34,1.0,1.7387132680542878e-185,9.86864841596294e-43,5.914995973668597e-174,0.8776261211733817
38,1.0,9.499328522253084e-53,1.0,1.0,1.0,3.40874359274435e-37,1.0,2.642084750606202e-184,1.7421286386468012e-43,5.62321099380806e-175,0.4370758083419089
39,1.0,1.1296333377373291e-51,1.0,1.0,1.0,3.5521076622565504e-37,1.0,5.933394377063648e-188,6.128489541545469e-43,1.759813930943967e-173,0.9897784895543171
40,1.0,6.526090017389475e-51,1.0,1.0,1.0,1.7061090517310977e-35,1.0,4.87238689304852e-187,2.5080930292088617e-43,5.893721557732609e-175,0.9953407064681963
41,1.0,2.212100235536725e-49,1.0,1.0,1.0,2.887641928935903e-37,1.0,3.90950299656944e-186,1.474049793533407e-43,2.8713767198747586e-175,0.9642859461205596
42,1.0,1.0943261141961657e-50,1.0,1.0,1.0,7.641194030131443e-35,1.0,9.156370025436846e-186,1.713605087229068e-43,1.0257430662859526e-174,0.9875572627868312
43,1.0,9.900399961465946e-51,1.0,1.0,1.0,2.4516915007631247e-36,1.0,8.222168360638931e-187,1.3513997984239496e-44,1.1212483350917825e-174,0.9564162151026209
44,1.0,1.297630661347599e-49,1.0,1.0,1.0,4.112431336475182e-37,1.0,3.9933848854601843e-187,1.4427543226308757e-43,2.7957566355352287e-176,0.9364502836319661
45,1.0,7.877626160337427e-51,1.0,1.0,1.0,4.8695419685313415e-37,1.0,3.315288573355055e-188,6.0918832611221e-43,1.4520852824933196e-176,0.9852483173140092
46,1.0,7.859342467017538e-50,1.0,1.0,1.0,3.890950805169962e-37,1.0,1.5622813360901515e-187,1.6751378312287313e-44,3.978813515651032e-176,0.9590868630380467
47,1.0,1.2657591199302069e-51,1.0,1.0,1.0,3.603851584742813e-35,1.0,8.303356008908353e-190,7.880247263346215e-44,6.682800851596516e-176,0.1403456733597747
48,1.0,1.572962568140553e-51,1.0,1.0,1.0,2.133726266732287e-36,1.0,9.387654203725413e-188,4.745368992292758e-44,1.2526793397820356e-176,0.9585695038384102
49,1.0,8.100364213935102e-52,1.0,1.0,1.0,1.338832155215202e-37,1.0,2.1971480650040517e-185,1.202752124412794e-43,2.4961820857032384e-178,0.8068134672860772
50,1.0,1.5535166814983275e-50,1.0,1.0,1.0,3.184124945589769e-37,1.0,1.953931439920128e-189,2.0210486899586292e-44,1.3604802459138768e-177,0.7174841271902279
51,1.0,1.9497397455693318e-50,1.0,1.0,1.0,1.3383747972121767e-36,1.0,1.0533615238977599e-187,1.6216412877320273e-44,1.3268579484791923e-177,0.9633858310035194
52,1.0,4.652173744738578e-53,1.0,1.0,1.0,1.0515832802190509e-36,1.0,2.290636259131962e-189,7.320819407700656e-44,1.4359820647350453e-178,0.01267852512974476
53,1.0,1.234028920183187e-51,1.0,1.0,1.0,2.8088194861048366e-36,1.0,7.018788225368104e-190,2.8135536389542945e-44,1.2185594002941545e-177,0.9826432227346225
54,1.0,8.132888212806757e-52,1.0,1.0,1.0,5.393285138655615e-37,1.0,1.241433228104623e-189,1.023506267672236e-43,6.892311597658081e-179,0.9952161890175522
55,1.0,1.4569422814611062e-51,1.0,1.0,1.0,4.272589720993554e-37,1.0,4.540922033858866e-191,6.442135855137404e-45,1.3674975620271626e-178,0.08214937213597917
56,1.0,5.311888344415364e-51,1.0,1.0,1.0,4.714140879620456e-38,1.0,2.1681975546798456e-190,8.548385399550058e-45,1.8154051356608552e-178,0.9557065612641571
57,1.0,1.4366333420605773e-50,1.0,1.0,1.0,9.365863668509573e-38,1.0,3.0302449242585854e-190,9.234061557509336e-45,2.2668621518689285e-178,0.9474433627960273
58,1.0,1.5914836599200177e-50,1.0,1.0,1.0,6.629819856433486e-38,1.0,6.173666426457819e-191,1.0296037813859139e-43,1.617800102806476e-179,0.9087943489909475
59,1.0,1.2909603355962669e-50,1.0,1.0,1.0,1.9389161294937233e-37,1.0,1.7071505664319313e-189,4.30965705717428e-45,1.2914347499115551e-179,0.9216230647953914
60,1.0,1.5521654075212254e-51,1.0,1.0,1.0,8.383125369453076e-36,1.0,4.3382282864093306e-191,1.6016743480302766e-45,2.2178379149200576e-179,0.9222419433854714
61,1.0,1.7007551847966517e-52,1.0,1.0,1.0,8.26061841795433e-37,1.0,2.2955141131979923e-191,6.426452229640344e-46,2.0638485382479614e-179,0.9806274217092051
62,1.0,3.8288793911765583e-53,1.0,1.0,1.0,3.553173080520733e-36,1.0,1.284689615421488e-192,3.499827125130097e-45,1.9691080953235915e-179,0.9543003161482376
63,1.0,2.1467260211280673e-51,1.0,1.0,1.0,5.292346027351629e-38,1.0,4.5146104148367895e-192,2.5696381942057815e-45,1.8836770378533053e-179,0.9026837983398306
64,1.0,4.563781541002904e-52,1.0,1.0,1.0,9.10785052514443e-39,1.0,5.703387581446941e-190,1.0591853711239466e-44,5.077828427726886e-181,0.8020137045195983
65,1.0,4.728394317366786e-54,1.0,1.0,1.0,1.1157844537973433e-35,1.0,3.082400396239348e-193,2.253992413373033e-44,3.1076069744915566e-180,0.8710573258513769
66,1.0,5.407894381209769e-53,1.0,1.0,1.0,1.066161643138669e-36,1.0,2.721229002100403e-192,2.862253516089939e-44,4.0260585334449235e-180,0.9588329241534616
67,1.0,1.552356384213173e-53,1.0,1.0,1.0,1.4045789031848552e-36,1.0,1.4997027776950725e-193,6.479466874937778e-45,6.227975947805098e-181,0.4772362683522403
68,1.0,5.093882653990968e-53,1.0,1.0,1.0,1.6125812863455878e-37,1.0,2.6385666055120157e-192,2.104029708953426e-45,3.513123373422949e-181,0.9872421939479857
69,1.0,1.1663478783665424e-51,1.0,1.0,1.0,9.75305024872008e-39,1.0,1.142534052872059e-191,4.421042788443818e-45,1.2858242499613207e-181,0.8115454410676326
70,1.0,4.487638747673531e-52,1.0,1.0,1.0,3.445701971643581e-39,1.0,5.661511522227299e-193,1.60896028021904e-45,8.865210669573333e-182,0.5819474853931301
71,1.0,1.4308480866323033e-52,1.0,1.0,1.0,5.939839816766913e-38,1.0,1.318019391241955e-194,2.4542235293019617e-45,1.0767329091327002e-181,0.9374687206600483
72,1.0,8.817718187811794e-53,1.0,1.0,1.0,2.7190322688308765e-36,1.0,2.496174137033254e-193,5.6757294589925125e-46,8.055802435161323e-183,0.9640900838503947
73,1.0,4.701690093206237e-53,1.0,1.0,1.0,6.410629467444056e-37,1.0,4.471212474596837e-194,3.4449166743175477e-45,1.5273714710836052e-183,0.5181418130247903
74,1.0,2.4771089093696978e-52,1.0,1.0,1.0,9.024087204004807e-37,1.0,1.9387158785145252e-194,2.8453230673905867e-46,2.0500704102550214e-182,0.5287101509453808
75,1.0,7.687914889108575e-52,1.0,1.0,1.0,2.393069253437196e-38,1.0,6.712279879118731e-195,1.5413653089234478e-45,1.0083989300001234e-182,0.9394057019387013
76,1.0,2.0550799177208748e-54,1.0,1.0,1.0,1.3264099556301344e-36,1.0,2.0328061805855154e-194,4.964760247148005e-46,1.617163957759692e-183,0.9382071060775471
77,1.0,6.939133699378623e-55,1.0,1.0,1.0,1.848889402321166e-37,1.0,1.6226350789752474e-195,4.108974973374921e-45,8.365553698893214e-183,0.9691467095527503
78,1.0,1.2968559105165424e-52,1.0,1.0,1.0,5.266995630946311e-37,1.0,4.2126755868183196e-196,1.9182824121787045e-46,1.1663089165826568e-183,0.946794183480605
79,1.0,6.139401417443492e-54,1.0,1.0,1.0,3.594209204697498e-36,1.0,7.980246356602259e-196,2.3613938640524578e-45,7.613277651319435e-184,0.5819463764276461
80,1.0,2.1818114471237817e-54,1.0,1.0,1.0,2.492997923757555e-37,1.0,1.0234960528127225e-195,1.969907931715276e-46,1.4587816232868704e-183,0.997423867054912
81,1.0,7.162474216890025e-54,1.0,1.0,1.0,8.292725068908039e-38,1.0,1.57332236667195e-196,1.6388666655456892e-45,9.891372983756284e-184,0.8794977906667897
82,1.0,4.539160518557354e-55,1.0,1.0,1.0,1.1307200150718527e-37,1.0,5.233625948700182e-195,5.321436873075559e-45,5.694239637349306e-185,0.9562267855181011
83,1.0,2.6861835438424194e-54,1.0,1.0,1.0,2.2150379345963302e-38,1.0,1.5818041859973115e-197,5.640495893207388e-45,2.2090809696246327e-185,0.9957693769042459
84,1.0,7.303142614509614e-54,1.0,1.0,1.0,4.572592307222682e-38,1.0,9.213062396163063e-198,5.3099095870156095e-46,2.533299094402951e-185,0.5968711322258672
85,1.0,8.474141006072376e-54,1.0,1.0,1.0,5.062443790319899e-37,1.0,2.109819276662107e-196,1.7930803012610354e-46,1.531086729022448e-184,0.4024332242227074
86,1.0,7.502956432827413e-54,1.0,1.0,1.0,6.804850357205196e-38,1.0,2.9461010708486577e-198,5.078010157489229e-47,2.8019534874548132e-185,0.1327490784645045
87,1.0,1.341099378817293e-52,1.0,1.0,1.0,1.2739515327313919e-39,1.0,4.031685212809202e-198,3.0195723066225777e-46,6.497902610394008e-186,0.959246708900089
88,1.0,1.0297800715389069e-53,1.0,1.0,1.0,8.071902691396447e-39,1.0,7.915798807933126e-197,2.625356393597405e-46,1.2380673902685396e-185,0.8017963519187125
89,1.0,2.3158812714735727e-54,1.0,1.0,1.0,2.2091388975443093e-37,1.0,4.847709700245824e-198,7.898933595540332e-46,5.673649555879634e-187,0.8668280400412882
90,1.0,1.7241000752732965e-54,1.0,1.0,1.0,1.7344074038470102e-38,1.0,6.353793972906718e-199,2.9596501069204933e-45,4.244436591433538e-187,0.9483287461028516
91,1.0,1.313412554242701e-52,1.0,1.0,1.0,2.5383076486796694e-39,1.0,7.976613588523255e-199,4.15594685605245e-46,8.243525076327605e-187,0.9487377231039927
92,1.0,5.392418330505369e-54,1.0,1.0,1.0,4.717749693037952e-37,1.0,9.594928497139538e-198,3.2299877829723497e-47,4.010419680912461e-186,0.981708795025516
93,1.0,5.466382645522797e-54,1.0,1.0,1.0,1.6050867303660204e-39,1.0,9.155460106285409e-198,1.3751733241528664e-46,1.064128787284164e-187,0.9147247052338755
94,1.0,3.0762947014846213e-53,1.0,1.0,1.0,1.374454312371047e-38,1.0,4.677543911806569e-201,9.642935247339494e-47,6.349481122923817e-188,0.8505422592060864
95,1.0,8.541416777081854e-53,1.0,1.0,1.0,8.815607528420863e-40,1.0,6.73821190765651e-200,1.3810363808765175e-46,2.325657510322531e-187,0.8393998387993442
96,1.0,1.380897979422493e-54,1.0,1.0,1.0,1.3307096017930465e-38,1.0,2.5443949539955317e-200,1.013294851696948e-46,1.2122630457424932e-188,0.9340491656800142
97,1.0,4.219757170046585e-55,1.0,1.0,1.0,9.06258911475058e-38,1.0,4.047519011604433e-200,3.4748744130574407e-47,1.068656442581749e-187,0.36900300860330926
98,1.0,2.5759942671759922e-55,1.0,1.0,1.0,4.789180548699107e-38,1.0,4.468299584901137e-201,2.4717912021952572e-45,7.851764478705955e-188,0.9558285872890405
99,1.0,8.005025660035895e-55,1.0,1.0,1.0,8.696172489166352e-37,1.0,3.5736194891665766e-201,1.0678437036148469e-47,1.7937003043743008e-187,0.9543008243472528
100,1.0,5.307301837863919e-56,1.0,1.0,1.0,2.9167631746740437e-38,1.0,1.247884484272062e-202,2.1768700436596937e-45,8.432315191611386e-189,0.03460060671951371
101,1.0,3.2489043558029485e-56,1.0,1.0,1.0,3.239013142191747e-39,1.0,1.9437938224342004e-201,4.2539606792285425e-46,5.726315308189479e-189,0.67328780571921
102,1.0,6.45265697623076e-54,1.0,1.0,1.0,2.740501970329449e-38,1.0,4.263091388505838e-202,1.6489791258466138e-47,2.383353156538712e-190,0.6661122393489125
103,1.0,2.854343277484315e-55,1.0,1.0,1.0,2.0047660422555048e-38,1.0,1.7877702467313838e-202,8.617733105674903e-47,2.062892964215043e-188,0.3090551546970957
104,1.0,1.1972223782175727e-53,1.0,1.0,1.0,1.0319254593227862e-40,1.0,3.1909840136599826e-200,2.715206942315315e-47,3.9869270067683207e-190,0.881346769367438
105,1.0,1.4693387846371795e-53,1.0,1.0,1.0,5.506275403284305e-40,1.0,3.6320817236243776e-202,1.1724437536952114e-47,8.684773668561181e-190,0.9672741288184323
106,1.0,1.2238537547695898e-54,1.0,1.0,1.0,3.4401489652809354e-39,1.0,3.4378618396038275e-203,5.690377591264805e-48,3.056167840785538e-190,0.9142269140536088
107,1.0,4.570209429589441e-55,1.0,1.0,1.0,6.086439154078941e-39,1.0,2.7908636380411343e-201,7.741957163058354e-47,7.86426119153225e-192,0.18182106783129529
108,1.0,8.781596098982822e-55,1.0,1.0,1.0,1.4625392173308396e-39,1.0,2.2709826627022885e-203,1.4817390547551448e-47,2.07659263321399e-190,0.9797005679179852
109,1.0,2.9227317176129167e-55,1.0,1.0,1.0,1.077563825663736e-37,1.0,1.9846737163025465e-204,1.7905525777670957e-47,5.992557676136954e-191,0.6354365791572942
110,1.0,1.2149363297796996e-55,1.0,1.0,1.0,5.586254346372887e-38,1.0,9.167655404797276e-203,2.969171446696562e-48,8.677223330489034e-191,0.9836015007911665
111,1.0,5.905181386580502e-56,1.0,1.0,1.0,3.8562402130009345e-40,1.0,1.2034112412860093e-202,5.395641840482973e-48,2.931088822581995e-191,0.4811763325947834
112,1.0,9.900791167036673e-56,1.0,1.0,1.0,1.1499656056036197e-38,1.0,3.06889796698455e-203,5.884665176688116e-47,1.1928964850379023e-190,0.9791466789839649
113,1.0,2.1007173521228015e-54,1.0,1.0,1.0,3.1871198551095425e-41,1.0,3.1914254110323155e-203,3.547494131565751e-48,2.4145020892488397e-192,0.8100822646233501
114,1.0,1.2409905140383795e-56,1.0,1.0,1.0,2.9045555853684234e-39,1.0,6.277640858666474e-205,4.0884578678597117e-47,3.0077584750503163e-191,0.9763746018752966
115,1.0,1.5166844953999534e-54,1.0,1.0,1.0,1.5380681468624417e-39,1.0,3.1458915445305455e-203,5.4468030049521297e-48,9.018443649432517e-193,0.8898121829824659
116,1.0,7.852318656330591e-56,1.0,1.0,1.0,8.663845640866237e-39,1.0,1.2375944690490481e-204,6.692813183926834e-47,4.0816570948601366e-192,0.9754799028306683
117,1.0,1.337204645626782e-54,1.0,1.0,1.0,7.087257243370922e-40,1.0,9.21590014314575e-205,3.3218804811133725e-48,1.4884162246066499e-192,0.7899875191541988
118,1.0,2.7462288175866776e-56,1.0,1.0,1.0,3.185270710610746e-39,1.0,1.7955153251022019e-205,4.28739801790788e-48,2.012609351086973e-193,0.9745558104928193
119,1.0,5.7097698656873484e-55,1.0,1.0,1.0,1.5884878482851799e-40,1.0,3.969963562680523e-206,1.0895346140639302e-47,2.0675895142238866e-193,0.6782833037534027
120,1.0,1.59561277688355e-57,1.0,1.0,1.0,7.001016910127863e-41,1.0,5.2873081362506236e-207,1.4218378242266407e-46,8.301411415553769e-193,0.8738012666104589
121,1.0,5.253579464492473e-55,1.0,1.0,1.0,2.1307318492403087e-40,1.0,6.955461348077128e-206,6.05051799318465e-48,1.3973697801264953e-193,0.9575508313531601
122,1.0,6.095168635233717e-57,1.0,1.0,1.0,3.379820070723043e-38,1.0,8.952072040845945e-207,2.6492927071989893e-48,9.385769816314521e-194,0.8964753203181283
123,1.0,1.6534046801925318e-56,1.0,1.0,1.0,3.480001492458922e-40,1.0,8.009724449650902e-206,3.8607132571068587e-48,1.4072297844131658e-195,0.37990445648595994
124,1.0,1.4620585903816376e-55,1.0,1.0,1.0,1.5179292380311594e-40,1.0,4.312485516394462e-208,3.2620872252293228e-49,1.0028796945990986e-194,0.6281587225154643
125,1.0,4.465878371344677e-56,1.0,1.0,1.0,1.4043283102876435e-39,1.0,9.459339958110075e-207,3.0967737363140524e-48,1.5421812326525768e-194,0.8720655736741705
126,1.0,2.5244360611187e-56,1.0,1.0,1.0,3.9548925894086504e-41,1.0,1.2225566473172318e-205,2.085563691326055e-48,1.1670995254036264e-195,0.7243470650359386
127,1.0,1.2725537534029632e-55,1.0,1.0,1.0,1.706639167372189e-39,1.0,8.344950353186558e-208,2.2519367598041102e-48,2.4240337792471652e-194,0.2135475024624783
128,1.0,9.684142196097647e-55,1.0,1.0,1.0,6.757076547514764e-41,1.0,1.2128406625597665e-207,2.2959621589367872e-48,2.8830072860487753e-195,0.9357330508365036
129,1.0,4.155325994473469e-56,1.0,1.0,1.0,3.6848005503415417e-41,1.0,1.7218034061774784e-207,2.1863945069831943e-47,3.407927370918902e-196,0.8283613594117419
130,1.0,1.5718964617183958e-56,1.0,1.0,1.0,7.749936610728302e-40,1.0,3.784175910430517e-210,2.1453440044729203e-49,1.203596373635781e-195,0.9796163715975821
131,1.0,3.3104263742741985e-56,1.0,1.0,1.0,2.8059117970096833e-41,1.0,3.615100422901956e-209,2.62892437782219e-48,1.365823491406276e-195,0.8469263450092019
132,1.0,2.2403505099336556e-56,1.0,1.0,1.0,6.726413568234851e-39,1.0,1.6010716483504674e-208,2.6121584481157927e-48,7.191743560751431e-196,0.9872832605992652
133,1.0,1.0784052825537127e-57,1.0,1.0,1.0,1.954239095077279e-39,1.0,1.3014100845777653e-209,5.836202542332094e-48,3.435425380311059e-197,0.1576224817670736
134,1.0,1.2420357037629929e-56,1.0,1.0,1.0,7.328922620628432e-40,1.0,5.802392053867476e-209,8.635468628679393e-49,9.798405580232099e-197,0.9819217302062417
135,1.0,3.9406450460338075e-57,1.0,1.0,1.0,2.5608826388922025e-40,1.0,3.0051665225072127e-211,5.733462010164098e-49,9.50232985364991e-197,0.7462896905105513
136,1.0,8.419733772781049e-58,1.0,1.0,1.0,5.753077057384135e-41,1.0,4.947236691594295e-211,1.473929463466333e-47,3.188328442922204e-196,0.8762692217507072
137,1.0,4.149076305783649e-56,1.0,1.0,1.0,9.53938711036359e-42,1.0,7.245290620730367e-209,7.975353577600103e-49,7.438785471317884e-198,0.9487587106230976
138,1.0,1.1267129748866798e-56,1.0,1.0,1.0,2.2145612992256363e-41,1.0,1.0427915939846777e-209,5.0382596032977125e-49,2.9032597081876536e-197,0.8763586396623699
139,1.0,3.064843118964041e-56,1.0,1.0,1.0,3.708897781396895e-41,1.0,1.879073347286751e-210,2.401185005118734e-49,1.075881354842694e-197,0.9544104693468445
140,1.0,2.4109965436681457e-57,1.0,1.0,1.0,1.3981107830327676e-39,1.0,3.7955101407425874e-212,9.135729546293323e-50,2.2627597089811073e-198,0.8765814096891449
141,1.0,1.9903403389001102e-57,1.0,1.0,1.0,2.3358114862228617e-41,1.0,1.6735525675686219e-211,7.255282217937654e-48,5.419773078632121e-199,0.9765983421433094
142,1.0,1.3727127964470573e-57,1.0,1.0,1.0,3.731516725767533e-40,1.0,2.3085366220360995e-212,3.0248560806760902e-49,3.922707597368306e-198,0.8576632295659145
143,1.0,2.3340676782131382e-55,1.0,1.0,1.0,2.3682054642098724e-40,1.0,1.5211417044949395e-212,3.7941991270710236e-48,3.492647424459754e-199,0.9952491361565065
144,1.0,1.64983833682341e-57,1.0,1.0,1.0,5.113383847434829e-40,1.0,7.367488870994464e-212,1.729543581683312e-49,2.0969096383976322e-199,0.9602882259650284
145,1.0,9.922813447634922e-57,1.0,1.0,1.0,7.80344310963917e-42,1.0,5.93620964259037e-212,9.017659911789154e-49,3.166618637945887e-199,0.8018090062850679
146,1.0,5.350227752857313e-57,1.0,1.0,1.0,6.680950482092073e-41,1.0,3.5755580587627564e-212,6.666602618484401e-49,1.2193203687569005e-199,0.9166142237969604
147,1.0,1.1057039978267147e-58,1.0,1.0,1.0,6.220397436582595e-40,1.0,9.105777068580243e-214,1.4237400609280686e-49,5.289023331586686e-199,0.8232402789810627
148,1.0,9.968622328165113e-59,1.0,1.0,1.0,1.7436941853046556e-41,1.0,4.78112608147611e-212,8.599293518383163e-50,4.6376597163582324e-200,0.9968566144900682
149,1.0,6.978432160634528e-58,1.0,1.0,1.0,9.647049557903508e-40,1.0,4.067766158501033e-214,1.1939666866132405e-48,7.769526666668922e-201,0.9819597528822409
150,1.0,2.0390276362504713e-56,1.0,1.0,1.0,1.5861887960799784e-41,1.0,8.244310969290763e-214,1.2124593319923301e-49,2.4966692202497457e-200,0.9044076812081567
151,1.0,3.731351401504392e-57,1.0,1.0,1.0,2.3243068254041738e-42,1.0,3.820310340930633e-211,6.313908388811927e-50,2.0056471952388467e-201,0.7998898673683992
152,1.0,6.711622687579242e-58,1.0,1.0,1.0,7.139944623360166e-40,1.0,3.9868891182985104e-214,1.7104201720115596e-49,1.390172865761266e-200,0.7527798438000751
153,1.0,2.360299543983236e-59,1.0,1.0,1.0,2.5259769477675117e-40,1.0,3.942643807479078e-214,5.0411339152425375e-51,1.4199446429276644e-200,0.9698325741360249
154,1.0,1.1203272886785945e-57,1.0,1.0,1.0,2.3655605374388525e-42,1.0,4.183534747159972e-215,6.077595477481543e-49,1.0127835130066965e-200,0.7562465959207111
