,['prognosis']_Chikungunya,['prognosis']_Dengue,['prognosis']_Japanese_encephalitis,['prognosis']_Lyme_disease,['prognosis']_Malaria,['prognosis']_Plague,['prognosis']_Rift_Valley_fever,['prognosis']_Tungiasis,['prognosis']_West_Nile_fever,['prognosis']_Yellow_Fever,['prognosis']_Zika
69,1,1.20E-109,1,1,1,4.42E-162,1,3.82E-113,1.09E-82,9.77E-82,0.999999949
70,1,7.16E-110,1,1,1,9.90E-163,1,9.25E-115,1.89E-82,8.34E-82,0.999999693
71,1,1.70E-111,1,1,1,1.77E-162,1,1.66E-116,3.73E-82,1.61E-80,0.999999975
72,1,4.43E-112,1,1,1,3.03E-161,1,1.43E-115,2.56E-82,7.38E-82,0.999999976
73,1,5.76E-112,1,1,1,1.49E-161,1,2.40E-116,4.59E-82,5.85E-82,0.999999718
74,1,1.24E-111,1,1,1,1.19E-162,1,4.32E-117,5.16E-83,5.21E-81,0.999999964
75,1,2.14E-110,1,1,1,5.23E-163,1,2.38E-116,1.15E-82,1.83E-81,0.999999976
76,1,1.67E-112,1,1,1,4.71E-162,1,5.85E-116,1.41E-82,2.36E-81,0.999999975
77,1,8.30E-114,1,1,1,3.90E-163,1,1.83E-116,4.65E-82,2.89E-81,0.999999947
78,1,4.02E-112,1,1,1,1.27E-162,1,6.12E-117,5.54E-83,5.04E-82,0.999999958
79,1,5.17E-113,1,1,1,6.84E-162,1,1.45E-117,5.95E-83,2.85E-82,0.999999833
80,1,5.86E-113,1,1,1,4.02E-163,1,3.29E-116,2.43E-83,1.91E-81,0.999999998
81,1,3.76E-113,1,1,1,1.47E-163,1,1.12E-117,7.44E-84,1.56E-81,0.999999994
82,1,1.36E-114,1,1,1,8.17E-164,1,3.40E-117,7.39E-82,5.46E-82,0.999999961
83,1,8.85E-115,1,1,1,3.43E-164,1,2.01E-118,2.34E-82,3.22E-82,0.999999992
84,1,3.62E-113,1,1,1,1.61E-164,1,3.94E-118,2.71E-83,5.77E-83,0.999999886
85,1,1.71E-113,1,1,1,2.90E-164,1,9.59E-118,1.70E-83,1.72E-82,0.99999925
86,1,1.23E-113,1,1,1,2.57E-165,1,1.74E-118,3.50E-83,1.24E-83,0.999998799
87,1,1.39E-112,1,1,1,5.17E-166,1,4.17E-118,5.09E-84,5.46E-83,0.999999976
88,1,4.95E-113,1,1,1,3.34E-165,1,2.18E-117,6.36E-84,1.14E-82,0.999999987
89,1,2.22E-115,1,1,1,8.77E-165,1,4.15E-118,2.01E-83,5.15E-83,0.999999938
90,1,8.23E-114,1,1,1,1.67E-165,1,5.33E-119,1.03E-82,7.41E-83,0.999999981
91,1,5.39E-113,1,1,1,1.68E-166,1,1.21E-118,6.73E-84,2.37E-83,0.99999997
92,1,2.70E-114,1,1,1,1.24E-165,1,8.15E-118,3.89E-85,1.19E-82,0.999999994
93,1,6.81E-114,1,1,1,1.01E-166,1,2.20E-117,1.29E-84,4.84E-84,0.99999997
94,1,1.32E-113,1,1,1,2.38E-166,1,5.05E-120,2.13E-84,2.44E-84,0.999999809
95,1,5.75E-113,1,1,1,1.14E-167,1,4.40E-119,6.74E-85,7.12E-84,0.999999982
96,1,8.24E-116,1,1,1,4.01E-167,1,1.32E-120,8.59E-84,8.14E-84,0.999999995
97,1,1.83E-115,1,1,1,2.06E-166,1,8.96E-119,4.07E-84,4.61E-84,0.999999618
98,1,2.74E-116,1,1,1,7.03E-167,1,2.58E-120,6.14E-84,6.07E-83,0.999999977
99,1,1.03E-115,1,1,1,1.28E-166,1,7.32E-120,1.20E-85,1.46E-83,0.999999968
100,1,3.34E-117,1,1,1,2.32E-167,1,1.94E-120,1.74E-84,4.40E-84,0.999999071
101,1,2.97E-116,1,1,1,3.75E-168,1,3.84E-119,8.17E-85,1.61E-84,0.999999817
102,1,1.14E-114,1,1,1,3.94E-167,1,5.50E-121,7.27E-85,2.12E-85,0.99999945
103,1,1.15E-115,1,1,1,1.62E-168,1,1.97E-121,5.58E-85,1.05E-83,0.999998901
104,1,1.70E-114,1,1,1,8.08E-170,1,1.91E-118,3.34E-86,1.32E-85,0.999999959
105,1,1.47E-114,1,1,1,3.24E-169,1,4.49E-120,3.70E-86,5.26E-85,0.999999993
106,1,3.49E-116,1,1,1,3.40E-169,1,3.35E-121,2.80E-86,2.44E-85,0.999999963
107,1,2.16E-116,1,1,1,3.50E-169,1,5.90E-120,1.34E-85,2.75E-86,0.999999596
108,1,1.18E-116,1,1,1,1.20E-169,1,3.66E-121,1.21E-86,1.08E-84,0.999999993
109,1,1.96E-117,1,1,1,7.03E-169,1,2.17E-122,1.35E-85,9.84E-86,0.999999915
110,1,1.09E-116,1,1,1,4.49E-169,1,1.90E-120,4.55E-87,8.71E-85,0.999999998
111,1,3.12E-117,1,1,1,3.97E-170,1,7.73E-120,9.62E-87,1.10E-85,0.999999939
112,1,4.59E-117,1,1,1,1.04E-169,1,5.91E-121,1.41E-86,2.30E-84,0.999999996
113,1,4.33E-116,1,1,1,6.62E-172,1,1.20E-120,8.07E-87,2.02E-86,0.999999967
114,1,6.05E-118,1,1,1,1.12E-170,1,4.48E-122,1.67E-86,6.51E-85,0.999999992
115,1,1.72E-115,1,1,1,2.91E-171,1,7.58E-121,1.71E-86,3.00E-86,0.999999984
116,1,3.38E-117,1,1,1,3.21E-170,1,5.96E-122,4.71E-87,1.76E-85,0.999999998
117,1,7.49E-117,1,1,1,9.31E-172,1,7.66E-122,3.52E-87,4.65E-86,0.999999979
118,1,3.02E-118,1,1,1,1.55E-171,1,3.49E-122,2.21E-86,1.36E-86,0.999999986
119,1,4.26E-118,1,1,1,1.83E-172,1,1.98E-124,9.20E-87,1.85E-85,0.999999966
120,1,3.03E-119,1,1,1,1.64E-172,1,1.42E-123,1.58E-86,1.05E-85,0.999999964
121,1,4.22E-117,1,1,1,3.20E-172,1,1.51E-122,1.55E-87,2.85E-86,0.999999996
122,1,5.84E-120,1,1,1,2.27E-171,1,2.78E-123,5.44E-87,1.99E-86,0.999999993
123,1,4.73E-119,1,1,1,7.26E-173,1,1.25E-122,4.53E-86,3.31E-87,0.999999414
124,1,2.04E-117,1,1,1,2.29E-173,1,1.29E-123,4.84E-88,4.90E-88,0.999999945
125,1,2.20E-119,1,1,1,8.42E-173,1,2.89E-123,1.31E-87,1.50E-86,0.999999948
126,1,1.53E-118,1,1,1,7.39E-174,1,6.68E-122,8.15E-88,1.47E-87,0.999999899
127,1,1.13E-117,1,1,1,1.78E-173,1,7.18E-125,8.46E-88,3.35E-86,0.999999657
128,1,3.14E-117,1,1,1,5.31E-174,1,2.07E-123,2.92E-88,2.30E-87,0.999999995
129,1,9.50E-119,1,1,1,5.48E-174,1,1.40E-123,5.61E-88,2.34E-87,0.999999986
130,1,1.31E-119,1,1,1,5.75E-174,1,9.25E-126,3.81E-88,1.61E-87,0.999999996
131,1,2.84E-119,1,1,1,9.60E-175,1,1.06E-124,4.58E-88,4.28E-87,0.999999971
132,1,3.07E-118,1,1,1,1.57E-173,1,3.53E-124,4.77E-88,8.58E-88,0.999999999
133,1,5.30E-121,1,1,1,6.22E-174,1,2.43E-125,8.40E-88,3.70E-88,0.999999882
134,1,4.22E-120,1,1,1,4.17E-174,1,2.60E-125,1.71E-88,2.61E-87,0.999999988
135,1,4.83E-120,1,1,1,3.73E-175,1,1.72E-126,8.37E-88,9.54E-88,0.999999984
136,1,3.34E-121,1,1,1,2.31E-175,1,8.04E-126,6.28E-88,1.76E-87,0.999999981
137,1,1.26E-119,1,1,1,2.73E-176,1,1.77E-124,5.51E-89,8.39E-88,0.999999989
138,1,8.82E-120,1,1,1,4.94E-176,1,1.11E-124,7.52E-90,2.97E-88,0.999999993
139,1,1.77E-119,1,1,1,4.62E-176,1,2.31E-125,2.33E-89,3.59E-88,0.999999996
140,1,6.08E-122,1,1,1,7.69E-175,1,3.99E-127,2.21E-89,6.32E-89,0.999999945
141,1,5.33E-121,1,1,1,2.18E-176,1,2.57E-126,1.12E-88,4.79E-89,0.999999998
142,1,6.13E-122,1,1,1,1.12E-175,1,2.63E-127,2.80E-89,6.33E-88,0.999999962
143,1,1.55E-119,1,1,1,4.96E-176,1,3.85E-126,5.83E-89,3.54E-89,1
144,1,9.72E-122,1,1,1,8.06E-176,1,3.10E-126,2.92E-89,1.71E-89,0.999999989
145,1,3.36E-121,1,1,1,1.52E-177,1,3.44E-126,5.87E-90,1.45E-88,0.999999984
146,1,4.51E-121,1,1,1,2.60E-177,1,7.54E-127,1.59E-89,3.07E-89,0.999999995
147,1,4.05E-123,1,1,1,5.06E-177,1,1.32E-127,8.56E-89,1.05E-87,0.999999986
148,1,1.73E-122,1,1,1,3.22E-178,1,1.76E-126,1.23E-89,3.10E-89,1
149,1,3.89E-122,1,1,1,8.45E-177,1,2.19E-127,1.30E-88,6.50E-90,0.999999996
150,1,3.65E-121,1,1,1,4.15E-178,1,2.32E-127,2.31E-90,1.82E-89,0.999999993
151,1,8.87E-122,1,1,1,2.26E-179,1,2.48E-125,5.90E-91,1.86E-90,0.999999973
152,1,6.69E-123,1,1,1,1.18E-177,1,3.65E-128,1.67E-90,1.31E-89,0.999999982
153,1,5.31E-125,1,1,1,2.82E-178,1,1.62E-127,4.70E-91,1.12E-89,0.999999995
154,1,4.10E-122,1,1,1,9.25E-180,1,8.49E-128,9.00E-90,1.99E-89,0.999999993
155,1,9.04E-124,1,1,1,1.74E-178,1,1.89E-127,8.77E-91,3.99E-90,0.999999856
156,1,1.34E-122,1,1,1,3.50E-180,1,2.84E-127,1.79E-91,1.10E-90,0.999999981
157,1,2.16E-122,1,1,1,8.44E-180,1,1.22E-127,2.59E-91,2.45E-90,0.999999996
158,1,6.08E-123,1,1,1,1.22E-179,1,2.21E-127,3.85E-91,1.24E-90,1
159,1,1.57E-122,1,1,1,2.35E-180,1,5.88E-128,1.34E-90,1.78E-90,0.999999997
160,1,6.37E-124,1,1,1,1.36E-179,1,5.73E-128,4.77E-92,6.48E-90,1
161,1,5.43E-123,1,1,1,1.03E-180,1,3.12E-128,3.44E-91,1.36E-90,0.999999997
162,1,8.59E-124,1,1,1,4.99E-180,1,7.38E-129,6.60E-92,2.21E-89,0.999999999
163,1,4.31E-123,1,1,1,3.78E-181,1,3.76E-129,2.47E-92,4.60E-91,0.999999993
164,1,4.42E-123,1,1,1,2.68E-181,1,7.52E-129,2.50E-92,1.42E-90,0.999999998
165,1,4.79E-125,1,1,1,6.46E-181,1,1.29E-130,1.22E-91,8.62E-90,0.999999991
166,1,1.02E-124,1,1,1,7.80E-180,1,2.09E-129,1.52E-91,2.04E-91,0.999999995
167,1,5.77E-124,1,1,1,9.84E-182,1,2.38E-129,7.04E-92,3.45E-91,0.999999997
168,1,3.11E-125,1,1,1,1.44E-182,1,1.54E-130,9.53E-92,1.26E-91,0.999999983
169,1,1.50E-125,1,1,1,1.81E-181,1,5.34E-129,1.64E-92,1.70E-90,0.999999994
170,1,4.49E-125,1,1,1,1.36E-181,1,1.03E-129,1.10E-92,1.16E-91,1
171,1,1.39E-124,1,1,1,6.16E-182,1,3.87E-130,1.30E-92,5.51E-91,0.999999999
172,1,7.81E-126,1,1,1,2.08E-182,1,1.51E-130,9.28E-93,1.04E-91,0.999999999
173,1,1.38E-125,1,1,1,3.54E-182,1,2.59E-131,1.91E-93,9.13E-91,1
174,1,1.43E-124,1,1,1,1.02E-183,1,6.73E-129,2.32E-93,1.40E-92,0.999999999
175,1,1.05E-125,1,1,1,1.28E-183,1,8.16E-131,2.94E-93,3.53E-92,0.999999873
176,1,1.26E-124,1,1,1,9.40E-184,1,9.85E-131,1.88E-93,1.23E-91,0.999999999
177,1,2.15E-127,1,1,1,9.62E-184,1,7.73E-132,1.25E-92,1.19E-91,0.999999993
178,1,8.59E-126,1,1,1,7.83E-184,1,1.48E-131,5.83E-92,3.29E-93,1
179,1,6.04E-126,1,1,1,5.05E-185,1,4.57E-130,4.80E-94,1.48E-92,0.999999996
180,1,8.99E-126,1,1,1,6.26E-185,1,1.24E-131,1.36E-92,2.42E-92,0.999999996
181,1,1.03E-125,1,1,1,9.39E-185,1,2.21E-132,9.01E-93,1.36E-93,0.999999993
182,1,2.21E-125,1,1,1,4.43E-185,1,1.18E-131,1.99E-93,8.12E-93,0.999999999
183,1,8.09E-128,1,1,1,2.63E-184,1,2.50E-132,3.44E-93,5.25E-93,0.999999987
184,1,1.56E-127,1,1,1,2.41E-185,1,4.13E-132,1.09E-92,7.03E-93,0.999999938
185,1,4.88E-129,1,1,1,1.92E-184,1,3.33E-133,1.61E-93,7.96E-94,1
186,1,7.44E-128,1,1,1,2.66E-185,1,2.93E-132,1.33E-93,3.43E-92,0.999999999
187,1,1.45E-126,1,1,1,2.05E-186,1,8.78E-132,2.77E-94,6.90E-93,0.999999999
188,1,3.40E-127,1,1,1,4.76E-186,1,5.33E-132,6.85E-94,2.49E-93,0.999999999
189,1,9.09E-128,1,1,1,5.11E-186,1,2.84E-132,3.70E-95,1.88E-92,1
190,1,1.50E-128,1,1,1,6.41E-186,1,1.11E-132,1.15E-94,7.20E-93,0.999999979
191,1,6.68E-129,1,1,1,5.97E-186,1,2.61E-131,1.20E-93,2.64E-94,0.999999969
192,1,2.83E-128,1,1,1,5.92E-187,1,4.70E-132,1.42E-94,2.00E-94,0.999999907
193,1,2.72E-128,1,1,1,4.16E-187,1,4.71E-133,2.34E-95,3.57E-93,1
194,1,1.33E-129,1,1,1,2.97E-186,1,3.66E-134,1.22E-94,5.05E-93,0.999999997
195,1,7.20E-129,1,1,1,9.97E-187,1,5.67E-134,1.83E-95,1.89E-93,0.999999998
196,1,1.48E-129,1,1,1,6.53E-187,1,1.45E-133,1.71E-95,3.27E-93,0.999999999
197,1,1.08E-129,1,1,1,6.56E-188,1,1.76E-135,1.06E-93,3.85E-94,0.999999999
198,1,3.61E-130,1,1,1,6.61E-187,1,1.17E-134,7.11E-95,7.82E-94,1
199,1,7.14E-130,1,1,1,1.14E-187,1,4.11E-135,4.18E-95,2.62E-95,0.999999992
200,1,8.47E-129,1,1,1,2.02E-188,1,4.43E-135,6.49E-95,2.75E-95,0.999999973
201,1,5.01E-129,1,1,1,3.29E-189,1,6.88E-134,6.96E-96,9.06E-95,0.999999981
202,1,1.24E-128,1,1,1,3.77E-189,1,4.12E-134,5.20E-96,6.82E-95,0.999999999
203,1,1.45E-130,1,1,1,5.85E-189,1,4.59E-135,1.40E-95,7.12E-94,0.999999999
204,1,1.16E-130,1,1,1,5.84E-188,1,2.74E-135,2.31E-95,3.67E-94,0.999999996
205,1,3.54E-130,1,1,1,9.58E-189,1,1.60E-135,9.18E-96,1.26E-93,1
206,1,1.69E-129,1,1,1,6.80E-190,1,2.03E-134,5.91E-97,3.17E-94,1
207,1,2.37E-130,1,1,1,4.12E-189,1,5.20E-135,5.19E-96,2.57E-94,0.999999999
208,1,5.70E-132,1,1,1,2.84E-189,1,3.47E-136,2.24E-96,7.10E-96,0.999999994
209,1,3.35E-131,1,1,1,6.14E-191,1,7.04E-135,2.69E-97,5.76E-95,0.999999976
210,1,8.20E-132,1,1,1,2.48E-189,1,4.95E-136,2.52E-97,5.78E-96,0.999999999
211,1,8.55E-129,1,1,1,3.51E-191,1,3.96E-136,3.61E-96,5.23E-97,1
212,1,1.04E-131,1,1,1,8.03E-191,1,7.64E-137,7.98E-96,2.15E-95,1
213,1,1.68E-131,1,1,1,2.56E-190,1,4.18E-136,6.97E-96,2.77E-97,0.99999999
214,1,5.27E-130,1,1,1,1.82E-191,1,3.99E-136,6.77E-97,3.48E-96,1
215,1,3.87E-130,1,1,1,1.95E-192,1,3.96E-136,1.69E-97,1.42E-96,1
216,1,6.91E-131,1,1,1,1.49E-191,1,4.57E-137,9.75E-97,1.07E-95,0.999999999
217,1,1.57E-132,1,1,1,4.86E-192,1,6.27E-137,2.59E-97,1.20E-94,0.999999998
218,1,1.55E-131,1,1,1,1.93E-192,1,4.26E-136,3.25E-97,7.48E-97,0.999999996
219,1,6.59E-131,1,1,1,3.22E-193,1,3.61E-137,7.76E-98,9.38E-96,1
220,1,3.80E-132,1,1,1,1.46E-192,1,1.16E-137,1.19E-96,1.92E-96,1
221,1,4.56E-131,1,1,1,1.96E-192,1,1.67E-136,5.13E-98,4.53E-96,1
222,1,2.48E-131,1,1,1,1.39E-192,1,2.32E-137,2.11E-97,8.55E-97,0.999999999
223,1,1.97E-133,1,1,1,1.04E-192,1,3.38E-137,8.03E-99,3.84E-96,0.999999999
224,1,1.28E-131,1,1,1,7.46E-194,1,3.05E-137,4.37E-98,9.36E-97,1
225,1,1.41E-134,1,1,1,4.76E-193,1,1.62E-139,7.08E-97,9.51E-96,0.999999998
226,1,5.71E-133,1,1,1,9.14E-193,1,2.14E-138,2.82E-97,5.03E-96,1
227,1,6.67E-134,1,1,1,4.11E-194,1,9.29E-138,9.63E-98,1.75E-98,0.999999997
228,1,4.66E-132,1,1,1,2.14E-194,1,2.51E-138,3.42E-98,1.25E-97,1
229,1,1.70E-132,1,1,1,1.97E-193,1,9.19E-139,1.49E-98,5.93E-98,0.999999994
230,1,2.11E-133,1,1,1,1.22E-193,1,5.50E-139,4.71E-100,3.16E-97,0.999999999
231,1,1.76E-133,1,1,1,1.57E-195,1,4.70E-137,4.93E-99,6.91E-98,0.999999996
232,1,7.93E-135,1,1,1,1.14E-194,1,7.05E-139,1.94E-98,8.28E-98,0.999999999
233,1,5.32E-133,1,1,1,1.00E-195,1,8.12E-138,1.50E-99,8.72E-99,0.999999997
234,1,1.62E-135,1,1,1,1.30E-194,1,4.75E-140,7.18E-98,1.06E-97,0.999999993
235,1,2.65E-133,1,1,1,5.12E-196,1,3.32E-139,2.46E-99,9.39E-98,0.999999997
236,1,1.66E-134,1,1,1,6.13E-195,1,5.29E-139,1.86E-99,4.27E-97,1
237,1,7.24E-136,1,1,1,5.12E-196,1,2.86E-139,4.21E-99,1.33E-97,0.999999998
238,1,4.32E-133,1,1,1,1.59E-196,1,3.78E-140,6.46E-99,1.58E-98,0.999999998
239,1,5.13E-134,1,1,1,1.60E-196,1,1.97E-140,2.38E-98,5.74E-99,0.999999998
240,1,1.23E-134,1,1,1,1.88E-196,1,2.70E-141,1.83E-99,1.32E-99,1
241,1,3.09E-134,1,1,1,3.97E-197,1,9.00E-141,2.65E-99,1.94E-98,0.999999999
242,1,1.25E-134,1,1,1,7.11E-198,1,2.55E-138,3.32E-100,2.19E-99,0.999999999
243,1,4.13E-135,1,1,1,1.52E-196,1,1.51E-140,5.29E-100,2.43E-99,1
244,1,3.70E-137,1,1,1,3.27E-197,1,3.16E-141,3.90E-99,6.28E-99,0.999999995
245,1,6.07E-134,1,1,1,2.39E-197,1,2.99E-140,3.60E-100,4.88E-99,0.999999995
246,1,1.54E-136,1,1,1,5.33E-198,1,3.15E-141,1.29E-99,5.97E-99,0.999999999
247,1,5.19E-135,1,1,1,4.22E-198,1,1.26E-140,1.80E-99,1.11E-99,1
248,1,4.81E-136,1,1,1,6.17E-199,1,1.84E-140,6.16E-100,4.71E-100,0.999999999
249,1,7.34E-137,1,1,1,3.92E-198,1,6.65E-142,3.15E-100,5.59E-100,1
250,1,1.29E-136,1,1,1,1.35E-197,1,5.78E-141,2.25E-100,5.06E-100,0.99999995
251,1,3.25E-135,1,1,1,4.37E-199,1,3.26E-141,1.07E-100,4.63E-100,1
252,1,4.00E-136,1,1,1,1.32E-199,1,2.65E-140,2.55E-101,2.05E-100,0.999999997
253,1,7.70E-137,1,1,1,9.56E-199,1,1.23E-142,8.98E-100,1.94E-99,0.999999996
254,1,6.19E-137,1,1,1,1.47E-200,1,6.84E-141,1.30E-100,1.41E-99,0.999999999
255,1,7.43E-138,1,1,1,1.40E-198,1,6.02E-143,4.26E-101,6.49E-99,0.999999999
256,1,1.85E-137,1,1,1,2.01E-199,1,3.34E-143,3.04E-100,5.48E-100,1
257,1,3.56E-138,1,1,1,3.92E-200,1,5.76E-144,1.94E-100,5.91E-100,0.999999998
258,1,2.72E-138,1,1,1,6.34E-199,1,1.45E-143,8.62E-102,2.00E-99,0.999999999
259,1,5.28E-138,1,1,1,2.81E-200,1,8.65E-144,6.12E-101,1.17E-100,1
